State_Name,District_Name,Crop
Uttar Pradesh,CHITRAKOOT,Groundnut
Uttar Pradesh,CHITRAKOOT,Jowar
Uttar Pradesh,CHITRAKOOT,Maize
Uttar Pradesh,CHITRAKOOT,Moong(Green Gram)
Uttar Pradesh,CHITRAKOOT,Rice
Uttar Pradesh,CHITRAKOOT,Sesamum
Uttar Pradesh,CHITRAKOOT,Small millets
Uttar Pradesh,CHITRAKOOT,Soyabean
Uttar Pradesh,CHITRAKOOT,Urad
Uttar Pradesh,CHITRAKOOT,Barley
Uttar Pradesh,CHITRAKOOT,Gram
Uttar Pradesh,CHITRAKOOT,Linseed
Uttar Pradesh,CHITRAKOOT,Masoor
Uttar Pradesh,CHITRAKOOT,Peas & beans (Pulses)
Uttar Pradesh,CHITRAKOOT,Rapeseed &Mustard
Uttar Pradesh,CHITRAKOOT,Sunflower
Uttar Pradesh,CHITRAKOOT,Wheat
Uttar Pradesh,CHITRAKOOT,Potato
Uttar Pradesh,CHITRAKOOT,Sugarcane
Uttar Pradesh,CHITRAKOOT,Castor seed
Uttar Pradesh,CHITRAKOOT,Onion
Uttar Pradesh,CHITRAKOOT,Sannhamp
Uttar Pradesh,CHITRAKOOT,Ragi
Uttar Pradesh,CHITRAKOOT,Dry chillies
Uttar Pradesh,CHITRAKOOT,Guar seed
Uttar Pradesh,CHITRAKOOT,Sweet potato
Uttar Pradesh,CHITRAKOOT,Coriander
Uttar Pradesh,CHITRAKOOT,Other Kharif pulses
Uttar Pradesh,CHITRAKOOT,Other  Rabi pulses
Uttar Pradesh,CHITRAKOOT,Garlic
Uttar Pradesh,DEORIA,Arhar/Tur
Uttar Pradesh,DEORIA,Bajra
Uttar Pradesh,DEORIA,Castor seed
Uttar Pradesh,DEORIA,Groundnut
Uttar Pradesh,DEORIA,Jowar
Uttar Pradesh,DEORIA,Maize
Uttar Pradesh,DEORIA,Moong(Green Gram)
Uttar Pradesh,DEORIA,Oilseeds total
Uttar Pradesh,DEORIA,Onion
Uttar Pradesh,DEORIA,Rice
Uttar Pradesh,DEORIA,Sesamum
Uttar Pradesh,DEORIA,Small millets
Uttar Pradesh,DEORIA,Soyabean
Uttar Pradesh,DEORIA,Total foodgrain
Uttar Pradesh,DEORIA,Urad
Uttar Pradesh,DEORIA,Barley
Uttar Pradesh,DEORIA,Gram
Uttar Pradesh,DEORIA,Linseed
Uttar Pradesh,DEORIA,Masoor
Uttar Pradesh,DEORIA,Peas & beans (Pulses)
Uttar Pradesh,DEORIA,Rapeseed &Mustard
Uttar Pradesh,DEORIA,Sunflower
Uttar Pradesh,DEORIA,Wheat
Uttar Pradesh,DEORIA,Potato
Uttar Pradesh,DEORIA,Sugarcane
Uttar Pradesh,DEORIA,Ragi
Uttar Pradesh,DEORIA,Turmeric
Uttar Pradesh,DEORIA,Moth
Uttar Pradesh,DEORIA,Sannhamp
Uttar Pradesh,DEORIA,Dry chillies
Uttar Pradesh,DEORIA,Guar seed
Uttar Pradesh,DEORIA,Sweet potato
Uttar Pradesh,DEORIA,Coriander
Uttar Pradesh,DEORIA,Garlic
Uttar Pradesh,DEORIA,Dry ginger
Uttar Pradesh,DEORIA,Other Kharif pulses
Uttar Pradesh,DEORIA,Other  Rabi pulses
Uttar Pradesh,DEORIA,Banana
Uttar Pradesh,ETAH,Arhar/Tur
Uttar Pradesh,ETAH,Bajra
Uttar Pradesh,ETAH,Groundnut
Uttar Pradesh,ETAH,Jowar
Uttar Pradesh,ETAH,Maize
Uttar Pradesh,ETAH,Moong(Green Gram)
Uttar Pradesh,ETAH,Moth
Uttar Pradesh,ETAH,Oilseeds total
Uttar Pradesh,ETAH,Onion
Uttar Pradesh,ETAH,Rice
Uttar Pradesh,ETAH,Sesamum
Uttar Pradesh,ETAH,Total foodgrain
Uttar Pradesh,ETAH,Urad
Uttar Pradesh,ETAH,Barley
Uttar Pradesh,ETAH,Gram
Uttar Pradesh,ETAH,Linseed
Uttar Pradesh,ETAH,Masoor
Uttar Pradesh,ETAH,Peas & beans (Pulses)
Uttar Pradesh,ETAH,Rapeseed &Mustard
Uttar Pradesh,ETAH,Sunflower
Uttar Pradesh,ETAH,Wheat
Uttar Pradesh,ETAH,Potato
Uttar Pradesh,ETAH,Sugarcane
Uttar Pradesh,ETAH,Cotton(lint)
Uttar Pradesh,ETAH,Sannhamp
Uttar Pradesh,ETAH,Tobacco
Uttar Pradesh,ETAH,Turmeric
Uttar Pradesh,ETAH,Small millets
Uttar Pradesh,ETAH,Soyabean
Uttar Pradesh,ETAH,Banana
Uttar Pradesh,ETAH,Dry chillies
Uttar Pradesh,ETAH,Garlic
Uttar Pradesh,ETAH,Guar seed
Uttar Pradesh,ETAH,Sweet potato
Uttar Pradesh,ETAH,Coriander
Uttar Pradesh,ETAH,Other Kharif pulses
Uttar Pradesh,ETAH,Other  Rabi pulses
Uttar Pradesh,ETAWAH,Arhar/Tur
Uttar Pradesh,ETAWAH,Bajra
Uttar Pradesh,ETAWAH,Groundnut
Uttar Pradesh,ETAWAH,Jowar
Uttar Pradesh,ETAWAH,Maize
Uttar Pradesh,ETAWAH,Moong(Green Gram)
Uttar Pradesh,ETAWAH,Oilseeds total
Uttar Pradesh,ETAWAH,Onion
Uttar Pradesh,ETAWAH,Rice
Uttar Pradesh,ETAWAH,Sesamum
Uttar Pradesh,ETAWAH,Total foodgrain
Uttar Pradesh,ETAWAH,Urad
Uttar Pradesh,ETAWAH,Barley
Uttar Pradesh,ETAWAH,Gram
Uttar Pradesh,ETAWAH,Masoor
Uttar Pradesh,ETAWAH,Peas & beans (Pulses)
Uttar Pradesh,ETAWAH,Rapeseed &Mustard
Uttar Pradesh,ETAWAH,Sunflower
Uttar Pradesh,ETAWAH,Wheat
Uttar Pradesh,ETAWAH,Potato
Uttar Pradesh,ETAWAH,Sugarcane
Uttar Pradesh,ETAWAH,Cotton(lint)
Uttar Pradesh,ETAWAH,Moth
Uttar Pradesh,ETAWAH,Soyabean
Uttar Pradesh,ETAWAH,Sannhamp
Uttar Pradesh,ETAWAH,Linseed
Uttar Pradesh,ETAWAH,Turmeric
Uttar Pradesh,ETAWAH,Dry chillies
Uttar Pradesh,ETAWAH,Garlic
Uttar Pradesh,ETAWAH,Guar seed
Uttar Pradesh,ETAWAH,Sweet potato
Uttar Pradesh,ETAWAH,Coriander
Uttar Pradesh,ETAWAH,Other Kharif pulses
Uttar Pradesh,ETAWAH,Other  Rabi pulses
Uttar Pradesh,FAIZABAD,Arhar/Tur
Uttar Pradesh,FAIZABAD,Bajra
Uttar Pradesh,FAIZABAD,Groundnut
Uttar Pradesh,FAIZABAD,Jowar
Uttar Pradesh,FAIZABAD,Maize
Uttar Pradesh,FAIZABAD,Moong(Green Gram)
Uttar Pradesh,FAIZABAD,Oilseeds total
Uttar Pradesh,FAIZABAD,Onion
Uttar Pradesh,FAIZABAD,Rice
Uttar Pradesh,FAIZABAD,Sesamum
Uttar Pradesh,FAIZABAD,Small millets
Uttar Pradesh,FAIZABAD,Total foodgrain
Uttar Pradesh,FAIZABAD,Urad
Uttar Pradesh,FAIZABAD,Barley
Uttar Pradesh,FAIZABAD,Gram
Uttar Pradesh,FAIZABAD,Linseed
Uttar Pradesh,FAIZABAD,Masoor
Uttar Pradesh,FAIZABAD,Peas & beans (Pulses)
Uttar Pradesh,FAIZABAD,Rapeseed &Mustard
Uttar Pradesh,FAIZABAD,Sunflower
Uttar Pradesh,FAIZABAD,Wheat
Uttar Pradesh,FAIZABAD,Potato
Uttar Pradesh,FAIZABAD,Sugarcane
Uttar Pradesh,FAIZABAD,Sannhamp
Uttar Pradesh,FAIZABAD,Tobacco
Uttar Pradesh,FAIZABAD,Ragi
Uttar Pradesh,FAIZABAD,Banana
Uttar Pradesh,FAIZABAD,Dry chillies
Uttar Pradesh,FAIZABAD,Garlic
Uttar Pradesh,FAIZABAD,Guar seed
Uttar Pradesh,FAIZABAD,Sweet potato
Uttar Pradesh,FAIZABAD,Coriander
Uttar Pradesh,FAIZABAD,Other Kharif pulses
Uttar Pradesh,FAIZABAD,Other  Rabi pulses
Uttar Pradesh,FARRUKHABAD,Arhar/Tur
Uttar Pradesh,FARRUKHABAD,Bajra
Uttar Pradesh,FARRUKHABAD,Groundnut
Uttar Pradesh,FARRUKHABAD,Jowar
Uttar Pradesh,FARRUKHABAD,Maize
Uttar Pradesh,FARRUKHABAD,Moong(Green Gram)
Uttar Pradesh,FARRUKHABAD,Moth
Uttar Pradesh,FARRUKHABAD,Oilseeds total
Uttar Pradesh,FARRUKHABAD,Onion
Uttar Pradesh,FARRUKHABAD,Rice
Uttar Pradesh,FARRUKHABAD,Sesamum
Uttar Pradesh,FARRUKHABAD,Small millets
Uttar Pradesh,FARRUKHABAD,Total foodgrain
Uttar Pradesh,FARRUKHABAD,Urad
Uttar Pradesh,FARRUKHABAD,Barley
Uttar Pradesh,FARRUKHABAD,Gram
Uttar Pradesh,FARRUKHABAD,Masoor
Uttar Pradesh,FARRUKHABAD,Peas & beans (Pulses)
Uttar Pradesh,FARRUKHABAD,Rapeseed &Mustard
Uttar Pradesh,FARRUKHABAD,Sunflower
Uttar Pradesh,FARRUKHABAD,Wheat
Uttar Pradesh,FARRUKHABAD,Potato
Uttar Pradesh,FARRUKHABAD,Sugarcane
Uttar Pradesh,FARRUKHABAD,Castor seed
Uttar Pradesh,FARRUKHABAD,Linseed
Uttar Pradesh,FARRUKHABAD,Sannhamp
Uttar Pradesh,FARRUKHABAD,Tobacco
Uttar Pradesh,FARRUKHABAD,Turmeric
Uttar Pradesh,FARRUKHABAD,Banana
Uttar Pradesh,FARRUKHABAD,Dry chillies
Uttar Pradesh,FARRUKHABAD,Garlic
Uttar Pradesh,FARRUKHABAD,Guar seed
Uttar Pradesh,FARRUKHABAD,Sweet potato
Uttar Pradesh,FARRUKHABAD,Coriander
Uttar Pradesh,FARRUKHABAD,Other Kharif pulses
Uttar Pradesh,FARRUKHABAD,Other  Rabi pulses
Uttar Pradesh,FATEHPUR,Arhar/Tur
Uttar Pradesh,FATEHPUR,Bajra
Uttar Pradesh,FATEHPUR,Groundnut
Uttar Pradesh,FATEHPUR,Jowar
Uttar Pradesh,FATEHPUR,Maize
Uttar Pradesh,FATEHPUR,Moong(Green Gram)
Uttar Pradesh,FATEHPUR,Oilseeds total
Uttar Pradesh,FATEHPUR,Onion
Uttar Pradesh,FATEHPUR,Rice
Uttar Pradesh,FATEHPUR,Sesamum
Uttar Pradesh,FATEHPUR,Small millets
Uttar Pradesh,FATEHPUR,Soyabean
Uttar Pradesh,FATEHPUR,Total foodgrain
Uttar Pradesh,FATEHPUR,Urad
Uttar Pradesh,FATEHPUR,Barley
Uttar Pradesh,FATEHPUR,Gram
Uttar Pradesh,FATEHPUR,Linseed
Uttar Pradesh,FATEHPUR,Masoor
Uttar Pradesh,FATEHPUR,Peas & beans (Pulses)
Uttar Pradesh,FATEHPUR,Rapeseed &Mustard
Uttar Pradesh,FATEHPUR,Sunflower
Uttar Pradesh,FATEHPUR,Wheat
Uttar Pradesh,FATEHPUR,Potato
Uttar Pradesh,FATEHPUR,Sugarcane
Uttar Pradesh,FATEHPUR,Ragi
Uttar Pradesh,FATEHPUR,Castor seed
Uttar Pradesh,FATEHPUR,Sannhamp
Uttar Pradesh,FATEHPUR,Tobacco
Uttar Pradesh,FATEHPUR,Turmeric
Uttar Pradesh,FATEHPUR,Banana
Uttar Pradesh,FATEHPUR,Dry chillies
Uttar Pradesh,FATEHPUR,Garlic
Uttar Pradesh,FATEHPUR,Guar seed
Uttar Pradesh,FATEHPUR,Sweet potato
Uttar Pradesh,FATEHPUR,Coriander
Uttar Pradesh,FATEHPUR,Other Kharif pulses
Uttar Pradesh,FATEHPUR,Other  Rabi pulses
Uttar Pradesh,FATEHPUR,Dry ginger
Uttar Pradesh,FIROZABAD,Arhar/Tur
Uttar Pradesh,FIROZABAD,Bajra
Uttar Pradesh,FIROZABAD,Groundnut
Uttar Pradesh,FIROZABAD,Jowar
Uttar Pradesh,FIROZABAD,Maize
Uttar Pradesh,FIROZABAD,Moong(Green Gram)
Uttar Pradesh,FIROZABAD,Moth
Uttar Pradesh,FIROZABAD,Rice
Uttar Pradesh,FIROZABAD,Sesamum
Uttar Pradesh,FIROZABAD,Soyabean
Uttar Pradesh,FIROZABAD,Urad
Uttar Pradesh,FIROZABAD,Barley
Uttar Pradesh,FIROZABAD,Gram
Uttar Pradesh,FIROZABAD,Masoor
Uttar Pradesh,FIROZABAD,Peas & beans (Pulses)
Uttar Pradesh,FIROZABAD,Rapeseed &Mustard
Uttar Pradesh,FIROZABAD,Sunflower
Uttar Pradesh,FIROZABAD,Wheat
Uttar Pradesh,FIROZABAD,Potato
Uttar Pradesh,FIROZABAD,Sugarcane
Uttar Pradesh,FIROZABAD,Cotton(lint)
Uttar Pradesh,FIROZABAD,Linseed
Uttar Pradesh,FIROZABAD,Onion
Uttar Pradesh,FIROZABAD,Tobacco
Uttar Pradesh,FIROZABAD,Turmeric
Uttar Pradesh,FIROZABAD,Castor seed
Uttar Pradesh,FIROZABAD,Sannhamp
Uttar Pradesh,FIROZABAD,Ragi
Uttar Pradesh,FIROZABAD,Dry chillies
Uttar Pradesh,FIROZABAD,Garlic
Uttar Pradesh,FIROZABAD,Guar seed
Uttar Pradesh,FIROZABAD,Sweet potato
Uttar Pradesh,FIROZABAD,Coriander
Uttar Pradesh,FIROZABAD,Other Kharif pulses
Uttar Pradesh,FIROZABAD,Other  Rabi pulses
Uttar Pradesh,FIROZABAD,Dry ginger
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Arhar/Tur
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Bajra
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Jowar
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Maize
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Rice
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Urad
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Barley
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Gram
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Masoor
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Peas & beans (Pulses)
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Rapeseed &Mustard
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Sunflower
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Wheat
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Moong(Green Gram)
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Potato
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Sugarcane
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Cotton(lint)
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Sesamum
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Onion
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Guar seed
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Sweet potato
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Coriander
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Garlic
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Other Kharif pulses
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Other  Rabi pulses
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Dry chillies
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Tobacco
Uttar Pradesh,GHAZIABAD,Arhar/Tur
Uttar Pradesh,GHAZIABAD,Bajra
Uttar Pradesh,GHAZIABAD,Jowar
Uttar Pradesh,GHAZIABAD,Maize
Uttar Pradesh,GHAZIABAD,Moong(Green Gram)
Uttar Pradesh,GHAZIABAD,Oilseeds total
Uttar Pradesh,GHAZIABAD,Onion
Uttar Pradesh,GHAZIABAD,Rice
Uttar Pradesh,GHAZIABAD,Small millets
Uttar Pradesh,GHAZIABAD,Total foodgrain
Uttar Pradesh,GHAZIABAD,Urad
Uttar Pradesh,GHAZIABAD,Barley
Uttar Pradesh,GHAZIABAD,Gram
Uttar Pradesh,GHAZIABAD,Masoor
Uttar Pradesh,GHAZIABAD,Peas & beans (Pulses)
Uttar Pradesh,GHAZIABAD,Rapeseed &Mustard
Uttar Pradesh,GHAZIABAD,Sunflower
Uttar Pradesh,GHAZIABAD,Wheat
Uttar Pradesh,GHAZIABAD,Potato
Uttar Pradesh,GHAZIABAD,Sugarcane
Uttar Pradesh,GHAZIABAD,Cotton(lint)
Uttar Pradesh,GHAZIABAD,Turmeric
Uttar Pradesh,GHAZIABAD,Sesamum
Uttar Pradesh,GHAZIABAD,Ragi
Uttar Pradesh,GHAZIABAD,Sannhamp
Uttar Pradesh,GHAZIABAD,Dry chillies
Uttar Pradesh,GHAZIABAD,Sweet potato
Uttar Pradesh,GHAZIABAD,Coriander
Uttar Pradesh,GHAZIABAD,Garlic
Uttar Pradesh,GHAZIABAD,Other Kharif pulses
Uttar Pradesh,GHAZIABAD,Other  Rabi pulses
Uttar Pradesh,GHAZIABAD,Guar seed
Uttar Pradesh,GHAZIABAD,Banana
Uttar Pradesh,GHAZIABAD,Linseed
Uttar Pradesh,GHAZIPUR,Arhar/Tur
Uttar Pradesh,GHAZIPUR,Bajra
Uttar Pradesh,GHAZIPUR,Groundnut
Uttar Pradesh,GHAZIPUR,Jowar
Uttar Pradesh,GHAZIPUR,Maize
Uttar Pradesh,GHAZIPUR,Moong(Green Gram)
Uttar Pradesh,GHAZIPUR,Moth
Uttar Pradesh,GHAZIPUR,Oilseeds total
Uttar Pradesh,GHAZIPUR,Onion
Uttar Pradesh,GHAZIPUR,Rice
Uttar Pradesh,GHAZIPUR,Sesamum
Uttar Pradesh,GHAZIPUR,Small millets
Uttar Pradesh,GHAZIPUR,Total foodgrain
Uttar Pradesh,GHAZIPUR,Urad
Uttar Pradesh,GHAZIPUR,Barley
Uttar Pradesh,GHAZIPUR,Gram
Uttar Pradesh,GHAZIPUR,Linseed
Uttar Pradesh,GHAZIPUR,Masoor
Uttar Pradesh,GHAZIPUR,Peas & beans (Pulses)
Uttar Pradesh,GHAZIPUR,Rapeseed &Mustard
Uttar Pradesh,GHAZIPUR,Sunflower
Uttar Pradesh,GHAZIPUR,Wheat
Uttar Pradesh,GHAZIPUR,Potato
Uttar Pradesh,GHAZIPUR,Sugarcane
Uttar Pradesh,GHAZIPUR,Sannhamp
Uttar Pradesh,GHAZIPUR,Turmeric
Uttar Pradesh,GHAZIPUR,Ragi
Uttar Pradesh,GHAZIPUR,Dry chillies
Uttar Pradesh,GHAZIPUR,Guar seed
Uttar Pradesh,GHAZIPUR,Sweet potato
Uttar Pradesh,GHAZIPUR,Coriander
Uttar Pradesh,GHAZIPUR,Garlic
Uttar Pradesh,GHAZIPUR,Other Kharif pulses
Uttar Pradesh,GHAZIPUR,Other  Rabi pulses
Uttar Pradesh,GHAZIPUR,Dry ginger
Uttar Pradesh,GONDA,Arhar/Tur
Uttar Pradesh,GONDA,Bajra
Uttar Pradesh,GONDA,Groundnut
Uttar Pradesh,GONDA,Jowar
Uttar Pradesh,GONDA,Maize
Uttar Pradesh,GONDA,Moong(Green Gram)
Uttar Pradesh,GONDA,Oilseeds total
Uttar Pradesh,GONDA,Onion
Uttar Pradesh,GONDA,Rice
Uttar Pradesh,GONDA,Sesamum
Uttar Pradesh,GONDA,Small millets
Uttar Pradesh,GONDA,Soyabean
Uttar Pradesh,GONDA,Total foodgrain
Uttar Pradesh,GONDA,Urad
Uttar Pradesh,GONDA,Gram
Uttar Pradesh,GONDA,Linseed
Uttar Pradesh,GONDA,Masoor
Uttar Pradesh,GONDA,Peas & beans (Pulses)
Uttar Pradesh,GONDA,Rapeseed &Mustard
Uttar Pradesh,GONDA,Sunflower
Uttar Pradesh,GONDA,Wheat
Uttar Pradesh,GONDA,Potato
Uttar Pradesh,GONDA,Sugarcane
Uttar Pradesh,GONDA,Jute
Uttar Pradesh,GONDA,Barley
Uttar Pradesh,GONDA,Sannhamp
Uttar Pradesh,GONDA,Tobacco
Uttar Pradesh,GONDA,Turmeric
Uttar Pradesh,GONDA,Moth
Uttar Pradesh,GONDA,Ragi
Uttar Pradesh,GONDA,Dry chillies
Uttar Pradesh,GONDA,Garlic
Uttar Pradesh,GONDA,Sweet potato
Uttar Pradesh,GONDA,Coriander
Uttar Pradesh,GONDA,Guar seed
Uttar Pradesh,GONDA,Dry ginger
Uttar Pradesh,GONDA,Other Kharif pulses
Uttar Pradesh,GONDA,Other  Rabi pulses
Uttar Pradesh,GONDA,Banana
Uttar Pradesh,GORAKHPUR,Arhar/Tur
Uttar Pradesh,GORAKHPUR,Bajra
Uttar Pradesh,GORAKHPUR,Groundnut
Uttar Pradesh,GORAKHPUR,Jowar
Uttar Pradesh,GORAKHPUR,Maize
Uttar Pradesh,GORAKHPUR,Moong(Green Gram)
Uttar Pradesh,GORAKHPUR,Oilseeds total
Uttar Pradesh,GORAKHPUR,Onion
Uttar Pradesh,GORAKHPUR,Rice
Uttar Pradesh,GORAKHPUR,Sesamum
Uttar Pradesh,GORAKHPUR,Small millets
Uttar Pradesh,GORAKHPUR,Sugarcane
Uttar Pradesh,GORAKHPUR,Total foodgrain
Uttar Pradesh,GORAKHPUR,Urad
Uttar Pradesh,GORAKHPUR,Barley
Uttar Pradesh,GORAKHPUR,Gram
Uttar Pradesh,GORAKHPUR,Linseed
Uttar Pradesh,GORAKHPUR,Masoor
Uttar Pradesh,GORAKHPUR,Peas & beans (Pulses)
Uttar Pradesh,GORAKHPUR,Rapeseed &Mustard
Uttar Pradesh,GORAKHPUR,Sunflower
Uttar Pradesh,GORAKHPUR,Wheat
Uttar Pradesh,GORAKHPUR,Potato
Uttar Pradesh,GORAKHPUR,Ragi
Uttar Pradesh,GORAKHPUR,Soyabean
Uttar Pradesh,GORAKHPUR,Turmeric
Uttar Pradesh,GORAKHPUR,Sannhamp
Uttar Pradesh,GORAKHPUR,Banana
Uttar Pradesh,GORAKHPUR,Dry chillies
Uttar Pradesh,GORAKHPUR,Garlic
Uttar Pradesh,GORAKHPUR,Guar seed
Uttar Pradesh,GORAKHPUR,Sweet potato
Uttar Pradesh,GORAKHPUR,Coriander
Uttar Pradesh,GORAKHPUR,Dry ginger
Uttar Pradesh,GORAKHPUR,Other Kharif pulses
Uttar Pradesh,GORAKHPUR,Other  Rabi pulses
Uttar Pradesh,HAMIRPUR,Arhar/Tur
Uttar Pradesh,HAMIRPUR,Bajra
Uttar Pradesh,HAMIRPUR,Castor seed
Uttar Pradesh,HAMIRPUR,Groundnut
Uttar Pradesh,HAMIRPUR,Jowar
Uttar Pradesh,HAMIRPUR,Maize
Uttar Pradesh,HAMIRPUR,Moong(Green Gram)
Uttar Pradesh,HAMIRPUR,Oilseeds total
Uttar Pradesh,HAMIRPUR,Onion
Uttar Pradesh,HAMIRPUR,Rice
Uttar Pradesh,HAMIRPUR,Sesamum
Uttar Pradesh,HAMIRPUR,Small millets
Uttar Pradesh,HAMIRPUR,Soyabean
Uttar Pradesh,HAMIRPUR,Total foodgrain
Uttar Pradesh,HAMIRPUR,Urad
Uttar Pradesh,HAMIRPUR,Barley
Uttar Pradesh,HAMIRPUR,Gram
Uttar Pradesh,HAMIRPUR,Linseed
Uttar Pradesh,HAMIRPUR,Masoor
Uttar Pradesh,HAMIRPUR,Peas & beans (Pulses)
Uttar Pradesh,HAMIRPUR,Rapeseed &Mustard
Uttar Pradesh,HAMIRPUR,Sunflower
Uttar Pradesh,HAMIRPUR,Wheat
Uttar Pradesh,HAMIRPUR,Potato
Uttar Pradesh,HAMIRPUR,Sugarcane
Uttar Pradesh,HAMIRPUR,Moth
Uttar Pradesh,HAMIRPUR,Sannhamp
Uttar Pradesh,HAMIRPUR,Tobacco
Uttar Pradesh,HAMIRPUR,Cotton(lint)
Uttar Pradesh,HAMIRPUR,Dry chillies
Uttar Pradesh,HAMIRPUR,Guar seed
Uttar Pradesh,HAMIRPUR,Sweet potato
Uttar Pradesh,HAMIRPUR,Coriander
Uttar Pradesh,HAMIRPUR,Garlic
Uttar Pradesh,HAMIRPUR,Other Kharif pulses
Uttar Pradesh,HAMIRPUR,Other  Rabi pulses
Uttar Pradesh,HAMIRPUR,Turmeric
Uttar Pradesh,HAPUR,Arhar/Tur
Uttar Pradesh,HAPUR,Bajra
Uttar Pradesh,HAPUR,Maize
Uttar Pradesh,HAPUR,Moong(Green Gram)
Uttar Pradesh,HAPUR,Rice
Uttar Pradesh,HAPUR,Sugarcane
Uttar Pradesh,HAPUR,Sweet potato
Uttar Pradesh,HAPUR,Urad
Uttar Pradesh,HAPUR,Barley
Uttar Pradesh,HAPUR,Masoor
Uttar Pradesh,HAPUR,Onion
Uttar Pradesh,HAPUR,Potato
Uttar Pradesh,HAPUR,Rapeseed &Mustard
Uttar Pradesh,HAPUR,Wheat
Uttar Pradesh,HAPUR,Garlic
Uttar Pradesh,HAPUR,Peas & beans (Pulses)
Uttar Pradesh,HAPUR,Turmeric
Uttar Pradesh,HAPUR,Dry chillies
Uttar Pradesh,HAPUR,Coriander
Uttar Pradesh,HARDOI,Arhar/Tur
Uttar Pradesh,HARDOI,Bajra
Uttar Pradesh,HARDOI,Castor seed
Uttar Pradesh,HARDOI,Groundnut
Uttar Pradesh,HARDOI,Jowar
Uttar Pradesh,HARDOI,Maize
Uttar Pradesh,HARDOI,Moong(Green Gram)
Uttar Pradesh,HARDOI,Moth
Uttar Pradesh,HARDOI,Oilseeds total
Uttar Pradesh,HARDOI,Onion
Uttar Pradesh,HARDOI,Rice
Uttar Pradesh,HARDOI,Sesamum
Uttar Pradesh,HARDOI,Small millets
Uttar Pradesh,HARDOI,Soyabean
Uttar Pradesh,HARDOI,Total foodgrain
Uttar Pradesh,HARDOI,Urad
Uttar Pradesh,HARDOI,Barley
Uttar Pradesh,HARDOI,Gram
Uttar Pradesh,HARDOI,Linseed
Uttar Pradesh,HARDOI,Masoor
Uttar Pradesh,HARDOI,Peas & beans (Pulses)
Uttar Pradesh,HARDOI,Rapeseed &Mustard
Uttar Pradesh,HARDOI,Sunflower
Uttar Pradesh,HARDOI,Wheat
Uttar Pradesh,HARDOI,Potato
Uttar Pradesh,HARDOI,Sugarcane
Uttar Pradesh,HARDOI,Ragi
Uttar Pradesh,HARDOI,Sannhamp
Uttar Pradesh,HARDOI,Tobacco
Uttar Pradesh,HARDOI,Turmeric
Uttar Pradesh,HARDOI,Dry chillies
Uttar Pradesh,HARDOI,Garlic
Uttar Pradesh,HARDOI,Guar seed
Uttar Pradesh,HARDOI,Sweet potato
Uttar Pradesh,HARDOI,Coriander
Uttar Pradesh,HARDOI,Dry ginger
Uttar Pradesh,HARDOI,Other Kharif pulses
Uttar Pradesh,HARDOI,Other  Rabi pulses
Uttar Pradesh,HARDOI,Banana
Uttar Pradesh,HARDOI,Cotton(lint)
Uttar Pradesh,HATHRAS,Arhar/Tur
Uttar Pradesh,HATHRAS,Bajra
Uttar Pradesh,HATHRAS,Groundnut
Uttar Pradesh,HATHRAS,Jowar
Uttar Pradesh,HATHRAS,Maize
Uttar Pradesh,HATHRAS,Moong(Green Gram)
Uttar Pradesh,HATHRAS,Rice
Uttar Pradesh,HATHRAS,Sesamum
Uttar Pradesh,HATHRAS,Urad
Uttar Pradesh,HATHRAS,Barley
Uttar Pradesh,HATHRAS,Gram
Uttar Pradesh,HATHRAS,Masoor
Uttar Pradesh,HATHRAS,Peas & beans (Pulses)
Uttar Pradesh,HATHRAS,Rapeseed &Mustard
Uttar Pradesh,HATHRAS,Sunflower
Uttar Pradesh,HATHRAS,Wheat
Uttar Pradesh,HATHRAS,Potato
Uttar Pradesh,HATHRAS,Sugarcane
Uttar Pradesh,HATHRAS,Cotton(lint)
Uttar Pradesh,HATHRAS,Linseed
